Round,Wk,Day,Date,Time,Home,xG,Score,xG2,Away,Stadium Capacity,Attendance,Attendance percentage,Day3,Distance travelled by away supporters (miles),Venue,Importance of the game,Referee,Match Report
Championship,36,Sat,11/03/2023,15:00,Birmingham City,0.9,2–0,0.6,Rotherham Utd,29409,"15,932",0.541738923,Weekend,84,St. Andrew's @ Knighthead Park,League game,Geoff Eltringham,Match Report
Championship,36,Sat,11/03/2023,15:00,Burnley,3.1,3–0,0.5,Wigan Athletic,21944,"20,249",0.922757929,Weekend,35,Turf Moor,League game,John Busby,Match Report
Championship,36,Sat,11/03/2023,15:00,Reading,0,0–1,1,Millwall,24161,"13,265",0.549025289,Weekend,46,Select Car Leasing Stadium,League game,Michael Salisbury,Match Report
Championship,36,Sun,12/03/2023,12:00,Norwich City,1.1,0–1,1.1,Sunderland,27359,"26,874",0.982272744,Weekend,261,Carrow Road,League game,Tim Robinson,Match Report
Championship,37,Tue,14/03/2023,19:45,Wigan Athletic,0.9,1–1,2.6,Coventry City,25138,"11,014",0.438141459,Weekday,107,The DW Stadium,League game,Andy Woolmer,Match Report
Championship,37,Tue,14/03/2023,19:45,Millwall,0.7,2–1,1.5,Swansea City,20146,"12,470",0.618981436,Weekday,192,The Den,League game,David Webb,Match Report
Championship,37,Tue,14/03/2023,19:45,Watford,1.6,3–0,1.4,Birmingham City,22220,"18,403",0.828217822,Weekday,98,Vicarage Road Stadium,League game,Darren England,Match Report
Championship,37,Tue,14/03/2023,19:45,Rotherham Utd,0.7,1–2,0.8,Preston,12021,"9,003",0.748939356,Weekday,84,AESSEAL New York Stadium,League game,Steve Martin,Match Report
Championship,37,Tue,14/03/2023,19:45,Blackpool,2.7,6–1,0.8,QPR,17338,"10,051",0.579709309,Weekday,239,Bloomfield Road,League game,Jeremy Simpson,Match Report
Championship,37,Tue,14/03/2023,20:00,Middlesbrough,1.5,1–1,1.1,Stoke City,34742,"24,779",0.713228945,Weekday,164,Riverside Stadium,League game,Craig Pawson,Match Report
Championship,37,Wed,15/03/2023,19:45,Luton Town,2.3,1–0,0.4,Bristol City,12056,"9,899",0.821084937,Weekday,130,Kenilworth Road Stadium,League game,John Busby,Match Report
Championship,37,Wed,15/03/2023,19:45,Blackburn,2.3,2–1,0.5,Reading,31367,"14,023",0.447062199,Weekday,224,Ewood Park,League game,Darren Bond,Match Report
Championship,37,Wed,15/03/2023,19:45,Huddersfield,0.5,1–1,0.8,Norwich City,24121,"18,116",0.751046806,Weekday,183,The John Smith's Stadium,League game,Keith Stroud,Match Report
Championship,37,Wed,15/03/2023,19:45,Hull City,1.4,1–3,1.4,Burnley,25586,"17,271",0.675017588,Weekday,89,MKM Stadium,League game,Tim Robinson,Match Report
Championship,37,Wed,15/03/2023,19:45,Cardiff City,0.6,1–1,0.8,West Brom,33280,"17,785",0.534405048,Weekday,109,Cardiff City Stadium,League game,Leigh Doughty,Match Report
Championship,37,Wed,15/03/2023,20:00,Sunderland,0.8,1–2,1,Sheffield Utd,49000,"37,490",0.765102041,Weekday,129,Stadium of Light,League game,Matt Donohue,Match Report
Championship,38,Sat,18/03/2023,15:00,Millwall,1.2,0–1,0.3,Huddersfield,20146,"14,968",0.742976273,Weekend,194,The Den,League game,Andrew Davies,Match Report
Championship,38,Sat,18/03/2023,15:00,Sunderland,1.3,1–1,0.4,Luton Town,49000,"37,579",0.766918367,Weekend,251,Stadium of Light,League game,Scott Oldham,Match Report
Championship,38,Sat,18/03/2023,15:00,Watford,1,1–1,0.3,Wigan Athletic,22220,"18,523",0.833618362,Weekend,189,Vicarage Road Stadium,League game,Graham Scott,Match Report
Championship,38,Sat,18/03/2023,15:00,Reading,0.5,1–1,0.9,Hull City,24161,"12,033",0.498034022,Weekend,223,Select Car Leasing Stadium,League game,Gavin Ward,Match Report
Championship,38,Sat,18/03/2023,15:00,Middlesbrough,1.5,4–0,0.5,Preston,34742,"28,304",0.814691152,Weekend,103,Riverside Stadium,League game,Matt Donohue,Match Report
Championship,38,Sat,18/03/2023,15:00,Blackpool,1.3,1–4,2.4,Coventry City,17338,"14,055",0.810647133,Weekend,143,Bloomfield Road,League game,Geoff Eltringham,Match Report
Championship,38,Sat,18/03/2023,15:00,QPR,1.3,0–1,0.7,Birmingham City,18436,"15,097",0.81888696,Weekend,112,MATRADE Loftus Road Stadium,League game,Keith Stroud,Match Report
Championship,38,Sat,18/03/2023,15:00,Stoke City,1.3,0–0,0.8,Norwich City,30089,"22,102",0.734554156,Weekend,199,Bet365 Stadium,League game,David Webb,Match Report
Championship,38,Sun,19/03/2023,12:30,Swansea City,1.1,2–0,0.4,Bristol City,21088,"16,730",0.793342185,Weekend,81,Swansea.com Stadium,League game,Jeremy Simpson,Match Report
Championship,39,Fri,31/03/2023,20:00,Burnley,1.2,0–0,0.3,Sunderland,21944,"21,462",0.978034998,Weekend,112,Turf Moor,League game,Jarred Gillett,Match Report
Championship,39,Sat,01/04/2023,12:30,Preston,1,3–1,1.8,Blackpool,23404,"18,834",0.804734233,Weekend,18,Deepdale Stadium,Rivalry,Andre Marriner,Match Report
Championship,39,Sat,01/04/2023,12:30,Luton Town,1.6,2–0,0.1,Watford,12056,"10,046",0.833278036,Weekend,20,Kenilworth Road Stadium,Rivalry,Joshua Smith,Match Report
Championship,39,Sat,01/04/2023,15:00,Birmingham City,0.5,1–0,1.7,Blackburn,29409,"16,623",0.565235132,Weekend,112,St. Andrew's @ Knighthead Park,League game,Andrew Davies,Match Report
Championship,39,Sat,01/04/2023,15:00,Cardiff City,1.2,2–3,1.7,Swansea City,33280,"28,232",0.848317308,Weekend,41,Cardiff City Stadium,Rivalry,Keith Stroud,Match Report
Championship,39,Sat,01/04/2023,15:00,Hull City,1.6,0–0,0.6,Rotherham Utd,25586,"23,432",0.915813335,Weekend,63,MKM Stadium,League game,David Webb,Match Report
Championship,39,Sat,01/04/2023,15:00,Wigan Athletic,1.2,1–0,0.8,QPR,25138,"12,608",0.501551436,Weekend,204,The DW Stadium,League game,Gavin Ward,Match Report
Championship,39,Sat,01/04/2023,15:00,West Brom,1.4,0–0,1.1,Millwall,26850,"24,334",0.906294227,Weekend,141,The Hawthorns,League game,Jeremy Simpson,Match Report
Championship,39,Sat,01/04/2023,15:00,Bristol City,1.1,1–1,0.9,Reading,27000,"20,526",0.760222222,Weekend,81,Ashton Gate Stadium,League game,Stephen Martin,Match Report
Championship,39,Sat,01/04/2023,15:00,Norwich City,0.3,0–1,1,Sheffield Utd,27359,"26,801",0.979604518,Weekend,160,Carrow Road,League game,Darren Bond,Match Report
Championship,39,Sat,01/04/2023,15:00,Coventry City,1.5,0–4,4.3,Stoke City,32609,"23,625",0.724493238,Weekend,61,Coventry Building Society Arena,League game,Samuel Barrott,Match Report
Championship,39,Sat,01/04/2023,15:00,Huddersfield,2.1,4–2,2.3,Middlesbrough,24121,"20,186",0.836864143,Weekend,81,The John Smith's Stadium,League game,John Busby,Match Report
Championship,40,Fri,07/04/2023,12:30,Millwall,0.6,0–0,0.2,Luton Town,20146,"18,422",0.9144247,Weekend,39,The Den,Good Friday (Bank Holiday),Darren England,Match Report
Championship,40,Fri,07/04/2023,13:00,Rotherham Utd,2.9,3–1,1.1,West Brom,12021,"11,098",0.923217702,Weekend,81,AESSEAL New York Stadium,Good Friday (Bank Holiday),Tim Robinson,Match Report
Championship,40,Fri,07/04/2023,15:00,Reading,0.5,1–1,0.6,Birmingham City,24161,"16,084",0.665700923,Weekend,109,Select Car Leasing Stadium,Good Friday (Bank Holiday),Scott Oldham,Match Report
Championship,40,Fri,07/04/2023,15:00,Blackpool,1.2,1–3,2.1,Cardiff City,17338,"13,462",0.776444803,Weekend,228,Bloomfield Road,Good Friday (Bank Holiday),Joshua Smith,Match Report
Championship,40,Fri,07/04/2023,15:00,QPR,1.2,0–2,0.9,Preston,18436,"14,620",0.793013669,Weekend,227,MATRADE Loftus Road Stadium,Good Friday (Bank Holiday),Geoff Eltringham,Match Report
Championship,40,Fri,07/04/2023,15:00,Stoke City,0.7,1–2,1.3,Bristol City,30089,"22,826",0.758616106,Weekend,132,Bet365 Stadium,Good Friday (Bank Holiday),Oliver Langford,Match Report
Championship,40,Fri,07/04/2023,15:00,Sheffield Utd,3.3,1–0,1.2,Wigan Athletic,32050,"29,026",0.905647426,Weekend,70,Bramall Lane,Good Friday (Bank Holiday),Andrew Davies,Match Report
Championship,40,Fri,07/04/2023,15:00,Watford,1.1,2–3,0.7,Huddersfield,22220,"19,511",0.878082808,Weekend,175,Vicarage Road Stadium,Good Friday (Bank Holiday),David Webb,Match Report
Championship,40,Fri,07/04/2023,15:00,Blackburn,1.1,0–2,0.9,Norwich City,31367,"18,544",0.591194568,Weekend,222,Ewood Park,Good Friday (Bank Holiday),Andre Marriner,Match Report
Championship,40,Fri,07/04/2023,15:00,Swansea City,1.3,0–0,1.1,Coventry City,21088,"19,960",0.946509863,Weekend,162,Swansea.com Stadium,Good Friday (Bank Holiday),John Busby,Match Report
Championship,40,Fri,07/04/2023,17:30,Sunderland,3.2,4–4,1.9,Hull City,49000,"40,676",0.830122449,Weekend,125,Stadium of Light,Good Friday (Bank Holiday),Keith Stroud,Match Report
Championship,40,Fri,07/04/2023,20:00,Middlesbrough,1.4,1–2,1.4,Burnley,34742,"30,844",0.887801508,Weekend,88,Riverside Stadium,Good Friday (Bank Holiday),Darren Bond,Match Report
Championship,41,Mon,10/04/2023,12:30,Huddersfield,1.3,2–2,2.5,Blackburn,24121,"20,887",0.865925957,Weekday,44,The John Smith's Stadium,Easter Monday (Bank Holiday),Stephen Martin,Match Report
Championship,41,Mon,10/04/2023,15:00,Wigan Athletic,0.9,0–2,2,Swansea City,25138,"11,634",0.462805315,Weekday,182,The DW Stadium,Easter Monday (Bank Holiday),Samuel Allison,Match Report
Championship,41,Mon,10/04/2023,15:00,Norwich City,1.5,0–0,0.5,Rotherham Utd,27359,"26,269",0.960159363,Weekday,207,Carrow Road,Easter Monday (Bank Holiday),Jeremy Simpson,Match Report
Championship,41,Mon,10/04/2023,15:00,Coventry City,2.2,2–2,0.9,Watford,32609,"21,112",0.647428624,Weekday,84,Coventry Building Society Arena,Easter Monday (Bank Holiday),Keith Stroud,Match Report
Championship,41,Mon,10/04/2023,15:00,Birmingham City,0.7,0–0,0.3,Stoke City,29409,"17,413",0.592097657,Weekday,50,St. Andrew's @ Knighthead Park,Easter Monday (Bank Holiday),Darren Bond,Match Report
Championship,41,Mon,10/04/2023,15:00,Hull City,0.9,1–0,2.1,Millwall,25586,"20,069",0.784374267,Weekday,202,MKM Stadium,Easter Monday (Bank Holiday),Joshua Smith,Match Report
Championship,41,Mon,10/04/2023,15:00,Cardiff City,1.3,0–1,2,Sunderland,33280,"23,365",0.702073317,Weekday,317,Cardiff City Stadium,Easter Monday (Bank Holiday),Thomas Bramall,Match Report
Championship,41,Mon,10/04/2023,15:00,Preston,2.4,2–1,0.5,Reading,23404,"15,092",0.644847035,Weekday,221,Deepdale Stadium,Easter Monday (Bank Holiday),John Busby,Match Report
Championship,41,Mon,10/04/2023,15:00,West Brom,2,2–2,1.7,QPR,26850,"23,969",0.892700186,Weekday,124,The Hawthorns,Easter Monday (Bank Holiday),Matt Donohue,Match Report
Championship,41,Mon,10/04/2023,15:00,Luton Town,2.1,3–1,0.9,Blackpool,12056,"9,772",0.810550763,Weekday,207,Kenilworth Road Stadium,Easter Monday (Bank Holiday),Andrew Davies,Match Report
Championship,41,Mon,10/04/2023,17:30,Bristol City,3.1,2–2,1.6,Middlesbrough,27000,"21,726",0.804666667,Weekday,274,Ashton Gate Stadium,Easter Monday (Bank Holiday),Tim Robinson,Match Report
Championship,41,Mon,10/04/2023,20:00,Burnley,1.4,2–0,0.4,Sheffield Utd,21944,"21,506",0.980040102,Weekday,66,Turf Moor,Easter Monday (Bank Holiday),Michael Salisbury,Match Report
Championship,42,Fri,14/04/2023,20:00,Middlesbrough,2.7,5–1,0.8,Norwich City,34742,"26,429",0.760721893,Weekend,230,Riverside Stadium,League game,Joshua Smith,Match Report
Championship,42,Sat,15/04/2023,12:30,Sheffield Utd,3,4–1,1.6,Cardiff City,32050,"27,768",0.866396256,Weekend,195,Bramall Lane,League game,David Webb,Match Report
Championship,42,Sat,15/04/2023,15:00,Rotherham Utd,0.2,0–2,1.9,Luton Town,12021,"11,009",0.915813992,Weekend,131,AESSEAL New York Stadium,League game,Leigh Doughty,Match Report
Championship,42,Sat,15/04/2023,15:00,Millwall,0.4,2–0,0.9,Preston,20146,"16,488",0.818425494,Weekend,240,The Den,League game,Tim Robinson,Match Report
Championship,42,Sat,15/04/2023,15:00,Watford,0.7,2–0,1.1,Bristol City,22220,"19,148",0.861746175,Weekend,120,Vicarage Road Stadium,League game,Dean Whitestone,Match Report
Championship,42,Sat,15/04/2023,15:00,Sunderland,1.9,2–1,1.2,Birmingham City,49000,"37,673",0.768836735,Weekend,196,Stadium of Light,League game,Stephen Martin,Match Report
Championship,42,Sat,15/04/2023,15:00,Swansea City,1.8,1–0,0.7,Huddersfield,21088,"16,686",0.79125569,Weekend,214,Swansea.com Stadium,League game,Matt Donohue,Match Report
Championship,42,Sat,15/04/2023,15:00,Blackpool,0.4,1–0,1.1,Wigan Athletic,17338,"12,027",0.693678625,Weekend,37,Bloomfield Road,League game,Thomas Bramall,Match Report
Championship,42,Sat,15/04/2023,15:00,QPR,0.3,0–3,2.2,Coventry City,18436,"16,713",0.906541549,Weekend,99,MATRADE Loftus Road Stadium,League game,Michael Salisbury,Match Report
Championship,42,Sat,15/04/2023,15:00,Stoke City,0.7,1–2,1.8,West Brom,30089,"23,486",0.780551032,Weekend,41,Bet365 Stadium,Rivalry,Andy Woolmer,Match Report
Championship,42,Sat,15/04/2023,15:00,Reading,0.3,0–0,1.1,Burnley,24161,"19,476",0.806092463,Weekend,233,Select Car Leasing Stadium,League game,Oliver Langford,Match Report
Championship,42,Sat,15/04/2023,19:45,Blackburn,1.1,0–0,1.1,Hull City,31367,"14,847",0.473331846,Weekend,111,Ewood Park,League game,John Busby,Match Report
Championship,43,Tue,18/04/2023,19:45,Blackpool,1.7,0–2,1.3,West Brom,17338,"10,705",0.617429923,Weekday,121,Bloomfield Road,League game,Stephen Martin,Match Report
Championship,43,Tue,18/04/2023,19:45,Sunderland,1.7,1–1,0.6,Huddersfield,49000,"37,065",0.756428571,Weekday,112,Stadium of Light,League game,Leigh Doughty,Match Report
Championship,43,Tue,18/04/2023,19:45,Rotherham Utd,0.8,2–2,1.8,Burnley,12021,"10,566",0.878961817,Weekday,63,AESSEAL New York Stadium,League game,Robert Madley,Match Report
Championship,43,Tue,18/04/2023,19:45,Stoke City,0.6,0–1,0.7,Wigan Athletic,30089,"17,726",0.589118947,Weekday,54,Bet365 Stadium,League game,Tom Nield,Match Report
Championship,43,Tue,18/04/2023,19:45,Sheffield Utd,1.2,1–0,0.3,Bristol City,32050,"26,476",0.826084243,Weekday,178,Bramall Lane,League game,Geoff Eltringham,Match Report
Championship,43,Tue,18/04/2023,20:00,Millwall,2.2,0–1,0.6,Birmingham City,20146,"13,311",0.660726695,Weekday,126,The Den,League game,Dean Whitestone,Match Report
Championship,43,Wed,19/04/2023,19:45,Blackburn,0.6,1–1,1.2,Coventry City,31367,"14,728",0.46953805,Weekday,128,Ewood Park,League game,Jeremy Simpson,Match Report
Championship,43,Wed,19/04/2023,19:45,Swansea City,1.6,4–2,0.8,Preston,21088,"15,433",0.731838012,Weekday,204,Swansea.com Stadium,League game,Oliver Langford,Match Report
Championship,43,Wed,19/04/2023,19:45,Watford,2.4,1–3,1.6,Cardiff City,22220,"17,005",0.76530153,Weekday,152,Vicarage Road Stadium,League game,Jarred Gillett,Match Report
Championship,43,Wed,19/04/2023,19:45,QPR,1.6,1–1,2.1,Norwich City,18436,"14,132",0.766543719,Weekday,124,MATRADE Loftus Road Stadium,League game,Keith Stroud,Match Report
Championship,43,Wed,19/04/2023,20:00,Middlesbrough,2.5,3–1,0.8,Hull City,34742,"24,923",0.717373784,Weekday,89,Riverside Stadium,League game,Andrew Davies,Match Report
Championship,43,Wed,19/04/2023,20:00,Reading,0.6,1–1,2.7,Luton Town,24161,"14,126",0.584661231,Weekday,58,Select Car Leasing Stadium,League game,Tim Robinson,Match Report
Championship,44,Sat,22/04/2023,15:00,Cardiff City,1.3,1–1,0.4,Stoke City,33280,"20,058",0.602704327,Weekend,147,Cardiff City Stadium,League game,Andrew Davies,Match Report
Championship,44,Sat,22/04/2023,15:00,Burnley,2,1–2,0.7,QPR,21944,"20,027",0.912641269,Weekend,234,Turf Moor,League game,Dean Whitestone,Match Report
Championship,44,Sat,22/04/2023,15:00,Norwich City,0.7,0–3,2.2,Swansea City,27359,"26,135",0.955261523,Weekend,302,Carrow Road,League game,David Webb,Match Report
Championship,44,Sat,22/04/2023,15:00,Hull City,0.8,1–0,1,Watford,25586,"20,666",0.80770734,Weekend,198,MKM Stadium,League game,Oliver Langford,Match Report
Championship,44,Sat,22/04/2023,15:00,Birmingham City,1.9,0–1,1.7,Blackpool,29409,"16,636",0.565677174,Weekend,130,St. Andrew's @ Knighthead Park,League game,Keith Stroud,Match Report
Championship,44,Sat,22/04/2023,15:00,Wigan Athletic,1.8,2–1,0.7,Millwall,25138,"10,858",0.431935715,Weekend,226,The DW Stadium,League game,Robert Madley,Match Report
Championship,44,Sat,22/04/2023,15:00,Bristol City,2.6,2–1,1.1,Rotherham Utd,27000,"19,350",0.716666667,Weekend,187,Ashton Gate Stadium,League game,Joshua Smith,Match Report
Championship,44,Sat,22/04/2023,15:00,Coventry City,1.7,2–1,0.5,Reading,32609,"23,694",0.726609218,Weekend,102,Coventry Building Society Arena,League game,Matt Donohue,Match Report
Championship,44,Sat,22/04/2023,17:30,Preston,0.7,1–1,1.2,Blackburn,23404,"20,721",0.885361477,Weekend,14,Deepdale Stadium,Rivalry,Robert Jones,Match Report
Championship,44,Sun,23/04/2023,12:00,West Brom,2.2,1–2,0.9,Sunderland,26850,"24,764",0.922309125,Weekend,209,The Hawthorns,League game,John Busby,Match Report
Championship,44,Mon,24/04/2023,20:00,Luton Town,1.3,2–1,2.2,Middlesbrough,12056,"10,063",0.834688122,Weekday,219,Kenilworth Road Stadium,League game,Graham Scott,Match Report
Championship,38,Tue,25/04/2023,20:00,Blackburn,0.6,0–1,0.9,Burnley,31367,"18,166",0.579143686,Weekday,15,Ewood Park,Rivalry,Tim Robinson,Match Report
Championship,38,Wed,26/04/2023,20:00,Sheffield Utd,1.3,2–0,0.6,West Brom,32050,"30,050",0.937597504,Weekday,87,Bramall Lane,League game,Dean Whitestone,Match Report
Championship,38,Thu,27/04/2023,20:00,Rotherham Utd,0.9,1–2,2.1,Cardiff City,12021,"10,219",0.850095666,Weekday,198,AESSEAL New York Stadium,League game,Oliver Langford,Match Report
Championship,45,Fri,28/04/2023,20:00,Blackpool,1.4,2–3,2.4,Millwall,17338,"12,191",0.703137617,Weekend,262,Bloomfield Road,League game,Matt Donohue,Match Report
Championship,45,Sat,29/04/2023,15:00,Stoke City,0.9,0–1,0.7,QPR,30089,"22,486",0.747316295,Weekend,157,Bet365 Stadium,League game,Leigh Doughty,Match Report
Championship,45,Sat,29/04/2023,15:00,Hull City,0.4,1–1,0.5,Swansea City,25586,"23,036",0.900336121,Weekend,282,MKM Stadium,League game,Geoff Eltringham,Match Report
Championship,45,Sat,29/04/2023,15:00,Reading,2.1,1–1,1.7,Wigan Athletic,24161,"21,919",0.907205828,Weekend,203,Select Car Leasing Stadium,League game,Andrew Davies,Match Report
Championship,45,Sat,29/04/2023,15:00,Bristol City,0.7,1–2,1.4,Burnley,27000,"24,065",0.891296296,Weekend,206,Ashton Gate Stadium,League game,David Webb,Match Report
Championship,45,Sat,29/04/2023,15:00,Sheffield Utd,2.4,4–1,1.9,Preston,32050,"30,780",0.960374415,Weekend,72,Bramall Lane,League game,Stephen Martin,Match Report
Championship,45,Sat,29/04/2023,15:00,Coventry City,1.4,2–0,1.3,Birmingham City,32609,"30,175",0.92535803,Weekend,23,Coventry Building Society Arena,Rivalry,James Linington,Match Report
Championship,45,Sat,29/04/2023,15:00,Sunderland,1.5,2–2,0.9,Watford,49000,"44,944",0.91722449,Weekend,270,Stadium of Light,League game,Gavin Ward,Match Report
Championship,45,Sat,29/04/2023,17:30,West Brom,2,2–1,0.6,Norwich City,26850,"24,638",0.917616387,Weekend,166,The Hawthorns,League game,Robert Madley,Match Report
Championship,45,Sun,30/04/2023,12:00,Cardiff City,0.8,1–2,2.4,Huddersfield,33280,"26,804",0.805408654,Weekend,229,Cardiff City Stadium,League game,Michael Salisbury,Match Report
Championship,45,Mon,01/05/2023,13:00,Rotherham Utd,0.3,1–0,0.8,Middlesbrough,12021,"11,508",0.957324682,Weekday,94,AESSEAL New York Stadium,Early May Bank Holiday,Keith Stroud,Match Report
Championship,45,Mon,01/05/2023,17:30,Blackburn,1.4,1–1,1.5,Luton Town,31367,"17,261",0.550291708,Weekday,192,Ewood Park,Early May Bank Holiday,Darren England,Match Report
Championship,44,Thu,04/05/2023,19:45,Huddersfield,0.5,1–0,0.8,Sheffield Utd,24121,"20,172",0.836283736,Weekday,28,The John Smith's Stadium,League game,John Busby,Match Report
